夜市名稱,攤商名稱,攤位,調味名稱,品牌,來源(產地)
臨江街觀光夜市,無骨豆乳雞,臨江街夜市兩側攤位,胡椒粉,老公仔標,台北市大同區南京西路107巷46號
臨江街觀光夜市,快樂地瓜球,臨江街夜市路中攤位,梅子粉,快樂地瓜球,永平路永和區新北市234
臨江街觀光夜市,快樂地瓜球,臨江街夜市路中攤位,巧克力粉,快樂地瓜球,永平路永和區新北市234
臨江街觀光夜市,快樂地瓜球,臨江街夜市路中攤位,海苔粉,快樂地瓜球,永平路永和區新北市234
臨江街觀光夜市,泰越式涼拌木瓜,臨江街夜市路中攤位,魚露,金鷹商行,新北市中和區華新街34號
臨江街觀光夜市,泰越式涼拌木瓜,臨江街夜市路中攤位,檸檬,三重果菜市場,新北市三重區中正北路111號
臨江街觀光夜市,沈爺炸蛋蔥油餅,臨江街83-1號前,油,通隆商行,台北市大安區通化街39巷49弄
臨江街觀光夜市,沈爺炸蛋蔥油餅,臨江街83-1號前,醬油,通隆商行,台北市大安區通化街39巷49弄
臨江街觀光夜市,小楊脆皮滷味,臨江街夜市路中攤位,醬油,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,香港大茶檔,臨江街夜市兩側攤位,果糖,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,魷霸子鮮炸魷,臨江街夜市兩側攤位,胡椒粉,松良行,台北市信義區莊敬路270號
臨江街觀光夜市,章魚足燒,臨江街夜市兩側攤位,芥末,丹騰美食,新北市永和區保平路１３１號１樓
臨江街觀光夜市,章魚足燒,臨江街夜市兩側攤位,起司,丹騰美食,新北市永和區保平路１３１號１樓
臨江街觀光夜市,章魚足燒,臨江街夜市兩側攤位,胡椒鹽,丹騰美食,新北市永和區保平路１３１號１樓
臨江街觀光夜市,一杯好茶,臨江街79號前,砂糖,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,沙威瑪,臨江街83號,孜然粉,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,沙威瑪,臨江街83號,芥末粉,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,檸檬手撕雞,臨江街夜市兩側攤位,鹽巴,吉興商行,台北市信義區吳興街148號
臨江街觀光夜市,檸檬手撕雞,臨江街夜市兩側攤位,香油,吉興商行,台北市信義區吳興街148號
臨江街觀光夜市,檸檬手撕雞,臨江街夜市兩側攤位,胡椒粉,吉興商行,台北市信義區吳興街148號
臨江街觀光夜市,搖滾地瓜球,臨江街夜市兩側攤位,梅粉,金芋食品,台北市信義區中坡南路16號2樓
臨江街觀光夜市,搖滾地瓜球,臨江街夜市兩側攤位,黑胡椒,金芋食品,台北市信義區中坡南路16號2樓
臨江街觀光夜市,搖滾地瓜球,臨江街夜市兩側攤位,起司,金芋食品,台北市信義區中坡南路16號2樓
臨江街觀光夜市,芒果爽,臨江街夜市兩側攤位,糖,金芋食品,台北市信義區中坡南路16號2樓
臨江街觀光夜市,之味香滷味,臨江街夜市兩側攤位,滷包,狀元香食品有限公司,汐止區大同路一段286巷13號
臨江街觀光夜市,紅茶鮮乳,臨江街夜市兩側攤位,糖,自己來紅茶鮮乳,新北市板橋區三民路二段150號
臨江街觀光夜市,馬拉桑,臨江街34號前,烤肉醬,瑪拉桑原住民山豬肉香腸,台北市內湖區內湖路一段413號
臨江街觀光夜市,羊角,臨江街夜市兩側攤位,醬油,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,羊角,臨江街夜市兩側攤位,鹽巴,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,火焰骰子牛,臨江街夜市兩側攤位,烤肉醬,丹騰美食,新北市永和區保平路１３１號１樓
臨江街觀光夜市,古巴三明治,臨江街夜市兩側攤位,墨西哥肉醬,自製,自製
臨江街觀光夜市,阿婆水果,臨江街夜市路中攤位,梅子粉,三重果菜市場,新北市三重區中正北路111號
臨江街觀光夜市,當歸豬腳麵線,臨江街夜市兩側攤位,沙拉油,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,當歸豬腳麵線,臨江街夜市兩側攤位,鹽巴,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,當歸豬腳麵線,臨江街夜市兩側攤位,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
臨江街觀光夜市,古早味?子麵,臨江街33號前,鹽巴,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
臨江街觀光夜市,古早味?子麵,臨江街33號前,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
臨江街觀光夜市,古早味?子麵,臨江街33號前,醋,易順興雜糧行,台北市信義區基隆路一段360號
臨江街觀光夜市,碳霸,臨江街夜市兩側攤位,鹽巴,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
臨江街觀光夜市,桂香妹妹水煎包,臨江街夜市路中攤位,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
臨江街觀光夜市,桂香妹妹水煎包,臨江街夜市路中攤位,辣椒,憶霖企業股份有限公司,新北市三重區環漢路一段158號
臨江街觀光夜市,桂香妹妹水煎包,臨江街夜市路中攤位,醋,工研酢,台北市大安區忠孝東路三段10巷1號
臨江街觀光夜市,雞霸魂鹹水雞,臨江街夜市兩側攤位,胡椒粉,老公仔標,臺北市北投區立德路121巷18號
臨江街觀光夜市,雞霸魂鹹水雞,臨江街夜市兩側攤位,辣椒粉,老公仔標,臺北市北投區立德路121巷18號
臨江街觀光夜市,小么雞,臨江街夜市路中攤位,胡椒粉,老公仔標,臺北市北投區立德路121巷18號
臨江街觀光夜市,有素毛豆,臨江街夜市路中攤位,胡椒粉,老公仔標,臺北市北投區立德路121巷18號
臨江街觀光夜市,邱家碳烤玉米,臨江街89號前,沙茶醬,牛頭牌台北服務中心,台北市大同區南京東路119號
臨江街觀光夜市,邱家碳烤玉米,臨江街89號前,花生粉,日正食品工業股份有限公司,新北市深坑區北深路三段141巷9號
臨江街觀光夜市,甘草芭樂,臨江街夜市路中攤位,梅子粉,龍心藥行,台北市大同區迪化街一段12-1號
臨江街觀光夜市,艋舺滷雞腳,臨江街夜市路中攤位,辣椒,第一果菜批發市場,臺北市萬華區萬大路533號
華西街觀光夜市,馬家莊便當,179,沙拉油,大成長城企業股份有限公司,臺南市永康區蔦松二街3號
華西街觀光夜市,馬家莊便當,179,鹽巴,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
華西街觀光夜市,馬家莊便當,179,醬油,味全食品工業,臺中市霧峰區中正路266號
華西街觀光夜市,通記陽春麵,181,醬油,源珍食品加工廠,新竹市東區西大路221號
華西街觀光夜市,通記陽春麵,181,醋,工研酢(大安工研食品工廠股份有限公司),新北市淡水區行忠路328號
華西街觀光夜市,通記陽春麵,181,鹽巴,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
華西街觀光夜市,春美,華西街巷內,醬油,源珍食品加工廠,新竹市東區西大路221號
華西街觀光夜市,春美,華西街巷內,沙拉油,大成長城企業股份有限公司,雲林縣大埤鄉豐田路14號
華西街觀光夜市,艋舺古早味油飯,176,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
華西街觀光夜市,艋舺古早味油飯,176,味精,味全食品工業,臺中市霧峰區中正路266號
臨江街觀光夜市,美國薯王,臨江街觀光夜市,胡椒粉,易順興雜糧行,台北市信義區基隆路一段360號
梧州街觀光夜市,牛肉麵,梧州街30巷口,鹽,台鹽特級精鹽,台灣
梧州街觀光夜市,牛肉麵,梧州街30巷口,味精,味丹,台灣
梧州街觀光夜市,牛肉麵,梧州街30巷口,豬油,自製,台灣
臨江街觀光夜市,花生捲冰淇淋,臨江街夜市路中攤位,花生粉,日正食品工業股份有限公司,新北市深坑區北深路三段141巷9號
廣州街觀光夜市,吳記排骨酥,廣州街觀光夜市廣州街龍山國小前,胡椒粉,小磨坊,印尼
廣州街觀光夜市,吳記排骨酥,廣州街觀光夜市廣州街龍山國小前,辣椒粉,三英朝天,臺灣
廣州街觀光夜市,吳記排骨酥,廣州街觀光夜市廣州街龍山國小前,油,美食家,臺灣
廣州街觀光夜市,吳記排骨酥,廣州街觀光夜市廣州街龍山國小前,樹薯粉,泰華,泰國
華西街觀光夜市,昶鴻麵點,171,味素,味丹企業股份有限公司,台中市沙鹿區興安路65號
華西街觀光夜市,昶鴻麵點,171,油蔥酥,自製,臺北市
華西街觀光夜市,昶鴻麵點,171,豬油,自製,臺北市
華西街觀光夜市,昶鴻麵點,171,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
華西街觀光夜市,昶鴻麵點,171,醬油膏,雙美人醬油,台北市中山區松江路125號
華西街觀光夜市,昶鴻麵點,171,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
華西街觀光夜市,北海道新鮮尤魚,117,味精,味王股份有限公司,台北市中山區中山北路二段79號6樓
華西街觀光夜市,北海道新鮮尤魚,117,油,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
華西街觀光夜市,北海道新鮮尤魚,117,香油,富味鄉食品有限公司,彰化縣芳苑鄉斗苑路芳苑段73號
華西街觀光夜市,北海道新鮮尤魚,117,醋,鮮太王食品工業股份有限公司,新北市土城區平和村延平街22號
華西街觀光夜市,北海道新鮮尤魚,117,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
華西街觀光夜市,北海道新鮮尤魚,117,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
華西街觀光夜市,北海道新鮮尤魚,117,醬油,源珍食品加工廠,新竹市東區西大路221號
寧夏觀光夜市,林記蚵仔麵線,70,四川辣椒,家見企業有限公司,台北市大同區歸綏街234號1樓
寧夏觀光夜市,林記蚵仔麵線,70,味源醬油,味源股份有限公司,台中市大里區國中路483巷3號
寧夏觀光夜市,林記蚵仔麵線,70,醋,合將整合行銷股份有限公司,台北市內湖區基湖路35巷16號8樓之4
寧夏觀光夜市,林記蚵仔麵線,70,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,林記蚵仔麵線,70,醬油,味源股份有限公司,台中市大里區國中路483巷3號
寧夏觀光夜市,林記蚵仔麵線,70,鹽,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,成魷魚羹炒米粉湯,14,味精,味全食品股份有限公司,台北市中山區松江路125號
寧夏觀光夜市,成魷魚羹炒米粉湯,14,豬油,雙連豬肉攤,台北市大同區民生西路198號
寧夏觀光夜市,成魷魚羹炒米粉湯,14,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,成魷魚羹炒米粉湯,14,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,火焰德國豬腳,79,田雞醬,九旺實業有限公司,新北市中和區中山路二段389號9樓
寧夏觀光夜市,火焰德國豬腳,79,芥末,開元食品工業股份有限公司,台北市南港區成功路一段36巷17號
寧夏觀光夜市,火焰德國豬腳,79,酸黃瓜,好市多股份有線公司,台北市內湖區民善街255號
寧夏觀光夜市,鵝肉,30,味精,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,鵝肉,30,醬油,雙美人降油,台北市大同區環河北路一段331號
寧夏觀光夜市,鵝肉,30,鹽,台鹽實業股份有限公司,苗栗縣通宵鎮內島里122號
寧夏觀光夜市,里長伯臭豆腐王,110,冰糖,新王三元食品行,新北市板橋區英士路46號
寧夏觀光夜市,里長伯臭豆腐王,110,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,里長伯臭豆腐王,110,香菇素蠔油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
寧夏觀光夜市,里長伯臭豆腐王,110,麻油,信成油廠股份有限公司,台北市大同區民生西路96號
寧夏觀光夜市,里長伯臭豆腐王,110,辣椒,家見企業有限公司,台北市大同區歸綏街234號1樓
寧夏觀光夜市,里長伯臭豆腐王,110,醋,合將整合行銷股份有限公司,台北市內湖區基湖路35巷16號8樓之4
寧夏觀光夜市,里長伯臭豆腐王,110,醬油,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
寧夏觀光夜市,里長伯臭豆腐王,110,鹽,台鹽實業股份有限公司,苗栗縣通宵鎮內島里122號
寧夏觀光夜市,鹽烤鮮蝦,65,鹽,台鹽實業股份有限公司,苗栗縣通宵鎮內島里122號
寧夏觀光夜市,郭魚湯,46,沙拉醬,永新沙拉,新北市板橋區中山路二段412巷21弄10號1樓
寧夏觀光夜市,郭魚湯,46,味素,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,郭魚湯,46,萬上味噌,華泰行食品工廠,新北市新莊區新莊路67號
寧夏觀光夜市,郭魚湯,46,醬油,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號
寧夏觀光夜市,郭魚湯,46,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,刈包、肉粽、四神湯,56,味精,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,刈包、肉粽、四神湯,56,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,刈包、肉粽、四神湯,56,醬油,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,刈包、肉粽、四神湯,56,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,鴻記蔥餅捲,85,沙拉油,大成長城企業股份有限公司,台南市永康區蔦松二街3號
寧夏觀光夜市,鴻記蔥餅捲,85,沙茶醬,好帝一食品有限公司,台南市新市區大營里豐榮160號
寧夏觀光夜市,鴻記蔥餅捲,85,黑胡椒醬,好品味生技食品股份有限公司,彰化縣北斗鎮新工一路108號
寧夏觀光夜市,鴻記蔥餅捲,85,辣椒醬,家見企業有限公司,台北市大同區歸綏街234號1樓
寧夏觀光夜市,鴻記蔥餅捲,85,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,鴻記蔥餅捲,85,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,鴻記蔥餅捲,85,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,東山鴨頭,21,沙拉油,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,東山鴨頭,21,味精,味丹企業股份有限公司,台中市沙鹿區興安路65號
寧夏觀光夜市,東山鴨頭,21,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,東山鴨頭,21,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,林記蚵仔麵線,70,工研醋,大安工研食品工廠股份有限公司,台北市大安區忠孝東路三段10巷1號
華西街觀光夜市,永松紅燒鰻,143、145號攤,中藥材,永盛藥行有限公司,台北市大同區迪化街一段85號1樓
華西街觀光夜市,永松紅燒鰻,143、145號攤,沙拉油,泰山企業股份有限公司,彰化縣田中鎮興工路6號
華西街觀光夜市,永松紅燒鰻,143、145號攤,味精,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓
華西街觀光夜市,永松紅燒鰻,143、145號攤,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
華西街觀光夜市,永松紅燒鰻,143、145號攤,醬油,味全食品工業股份有限公司,台北市中山區松江路125號
華西街觀光夜市,永松紅燒鰻,143、145號攤,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,爆燒骰子牛,123,玫瑰礦鹽,Kirkland,巴基斯坦
寧夏觀光夜市,爆燒骰子牛,123,孜然粉,小磨坊,台中市西屯區工業區一路70號
寧夏觀光夜市,爆燒骰子牛,123,辣椒粉,濟生股份有限公司,新莊區福營路227巷23號
寧夏觀光夜市,爆燒骰子牛,123,照燒醬,小磨坊,台中市西屯區工業區一路70號
寧夏觀光夜市,曹爺海鮮燒,51,醬油膏,金梅,台灣
寧夏觀光夜市,甲上現炒栗子,75,糖(二砂),台糖,高雄市小港區小港路133號
寧夏觀光夜市,碳烤吐司,178,大豆沙拉油,大統益,台南官田
寧夏觀光夜市,碳烤吐司,178,梨山花生醬,五惠食品,桃園龍潭
寧夏觀光夜市,碳烤吐司,178,生菜,無品牌,
寧夏觀光夜市,碳烤吐司,178,小黃瓜,無品牌,
寧夏觀光夜市,韓國炸雞,179,沙拉油,美食家,台南
寧夏觀光夜市,韓國炸雞,179,醬油膏,美食家,台南
寧夏觀光夜市,韓國炸雞,179,辣醬,美食家,台南
寧夏觀光夜市,海?味,31,米酒,台灣菸酒,台灣
寧夏觀光夜市,海?味,31,酸辣醬,御相企業,泰國
寧夏觀光夜市,海?味,31,山菜粉,信州食品,台灣
寧夏觀光夜市,海?味,31,鹽,台鹽,苗栗
寧夏觀光夜市,大起司蝦棒,47,千島沙拉,憶霖,新北市三重區環漢路一段158號
寧夏觀光夜市,大起司蝦棒,47,蜂蜜芥末,憶霖,新北市三重區環漢路一段158號
寧夏觀光夜市,大起司蝦棒,47,美式沙拉,永新興業有限公司,新北市新莊區思源路42巷3號
寧夏觀光夜市,大起司蝦棒,47,泰式酸甜醬,好帝一食品有限公司,新北市五股區五工六路29號
寧夏觀光夜市,大起司蝦棒,47,胡椒粉,綠?實業有限公司,台中市大肚區遊園路一段87巷11號
寧夏觀光夜市,大起司蝦棒,47,辣椒粉,綠?實業有限公司,台中市大肚區遊園路一段87巷11號
寧夏觀光夜市,現切新鮮水果,41,二號砂糖,台糖,台南市東區生產路68號
寧夏觀光夜市,小熱狗店長燒烤杏鮑菇,81,椒鹽,小磨坊國際貿易公司,台北市松山區新東街30巷34號
寧夏觀光夜市,小熱狗店長燒烤杏鮑菇,81,檸檬粉,小磨坊國際貿易公司,台北市松山區新東街30巷34號
寧夏觀光夜市,小熱狗店長燒烤杏鮑菇,81,醬油,金蘭食品,桃園市大西區介壽路236號
寧夏觀光夜市,小熱狗店長燒烤杏鮑菇,81,胡椒,坤樹藥材,台北市迪化街162號1樓
寧夏觀光夜市,黑輪(享嗑),107,辣椒粉,新昌裕興業,彰化縣和美鎮還社里彰新路四段325號1樓
寧夏觀光夜市,黑輪(享嗑),107,金蘭醬油,金蘭食品,桃園市大西區介壽路236號
寧夏觀光夜市,魯肉飯、麻油雞,16,沙拉油,美食家食材通路股份有限公司,台南市安平區永華路二段373號
寧夏觀光夜市,魯肉飯、麻油雞,16,味精,味全食品工業股份有限公司,台北市中山區松江路125號
寧夏觀光夜市,魯肉飯、麻油雞,16,香油(麻油),信成油廠股份有限公司,台北市大同區民生西路96號
寧夏觀光夜市,魯肉飯、麻油雞,16,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,魯肉飯、麻油雞,16,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,魯肉飯、麻油雞,16,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,鴨頭正二代赤肉咖哩飯,76,味精,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,鴨頭正二代赤肉咖哩飯,76,豬油,義美食品股份有限公司,台北市大安區信義路二段88號10樓
寧夏觀光夜市,鴨頭正二代赤肉咖哩飯,76,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,鴨頭正二代赤肉咖哩飯,76,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
寧夏觀光夜市,鴨頭正二代赤肉咖哩飯,76,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,寧夏阿諾可麗餅,58,梨山花生醬,五惠食品廠股份有限公司,桃園市龍潭區中豐路268號
寧夏觀光夜市,寧夏阿諾可麗餅,58,福汎椰香奶酥,福汎企業股份有限公司,台南市永康屈中正路279巷15號
寧夏觀光夜市,寧夏阿諾可麗餅,58,金鶴咖啡醬,福記食品有限公司,新竹縣竹北市新工三路80號
寧夏觀光夜市,寧夏阿諾可麗餅,58,飛馬黑胡椒,濟生股份有限公司,雲林縣斗六市科工十二路2號
華西街觀光夜市,順利清粥小菜,116,味素,台北市中山區中山北路二段79號6樓,味王股份有限公司
寧夏觀光夜市,李家鄉滷味,104,味精,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,李家鄉滷味,104,飛馬香油,濟生股份有限公司,台北市大同區安西街116號
寧夏觀光夜市,李家鄉滷味,104,糖,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
寧夏觀光夜市,李家鄉滷味,104,醬油,味王股份有限公司,台北市中山區聚盛里中山北路二段79號
寧夏觀光夜市,李家鄉滷味,104,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
寧夏觀光夜市,小漁夫海鮮燒烤,63,醬油(1),味王股份有限公司,台北市中山區聚盛里中山北路2段79號
寧夏觀光夜市,小漁夫海鮮燒烤,63,醬油(2),味王股份有限公司,台北市中山區聚盛里中山北路2段79號
寧夏觀光夜市,小漁夫海鮮燒烤,63,辛香料,初陽實業有限公司,新北士三重區環河南路261號11樓
寧夏觀光夜市,小漁夫海鮮燒烤,63,奶油,遠東化學工業股份有限公司,桃園市桃園區吉林路5號
寧夏觀光夜市,墨魚飯,92,醬油,龜甲萬(統萬股份有限公司),台南市新市區大營里7號
寧夏觀光夜市,爆漿脆皮魷魚,89,沙拉油,大統益股份有限公司,臺南市官田區二鎮里工業西路32號
寧夏觀光夜市,爆漿脆皮魷魚,89,香蒜粉,環球食品商行,嘉義縣民雄工業區中山路65號
寧夏觀光夜市,咖哩飯、大?肉?、蛋包蝦仁湯,18,鹽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
士林觀光夜市,幸福心果園,士林市場地下1樓 62,果糖,承恩食品行,新北市中和區橋安街1號
士林觀光夜市,幸福心果園,士林市場地下1樓 62,砂糖,信菖食品,新北市三重區三張街111-4號
饒河街觀光夜市,林家德國豬腳,饒河街觀光夜市 57,蜂蜜芥末醬,憶霖企業有限公司,新北市三重區環漢路一段158號
饒河街觀光夜市,林家德國豬腳,饒河街觀光夜市 57,胡椒鹽,憶霖企業有限公司,新北市三重區環漢路一段158號
饒河街觀光夜市,林家德國豬腳,饒河街觀光夜市 57,泰式酸辣醬,御相企業有限公司,新北市泰山區中港南路360之6號
饒河街觀光夜市,黃金花枝燒,饒河街觀光夜市87,胡椒鹽,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,黃金花枝燒,饒河街觀光夜市87,辣椒粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,黃金花枝燒,饒河街觀光夜市87,沙拉油,美食家(大統益股份有限公司),臺南市官田區二鎮里工業西路32號
饒河街觀光夜市,大上海香酥雞,饒河街觀光夜市304,胡椒粉,第一家胡椒鹽,新北市土城區成功街2-1號
饒河街觀光夜市,大上海香酥雞,饒河街觀光夜市304,梅子粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,大相撲,饒河街觀光夜市242,煉乳,大相撲麻糬專賣店,新北市中和區信義街68號
饒河街觀光夜市,大相撲,饒河街觀光夜市242,芒果醬,大相撲麻糬專賣店,新北市中和區信義街68號
饒河街觀光夜市,大相撲,饒河街觀光夜市242,仙草醬,大相撲麻糬專賣店,新北市中和區信義街68號
饒河街觀光夜市,廣東腸粉,饒河街觀光夜市74,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,廣東腸粉,饒河街觀光夜市74,辣椒醬,無品牌,臺北市松山區
饒河街觀光夜市,埔里庄腳豆花,饒河街觀光夜市260,糖,臺灣糖業股份有限公司,臺南市仁德區田厝里文華路2段326號
饒河街觀光夜市,馬鈴薯旋風,饒河街觀光夜市85,沙拉油,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,馬鈴薯旋風,饒河街觀光夜市85,胡椒鹽,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,馬鈴薯旋風,饒河街觀光夜市85,辣椒粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,馬鈴薯旋風,饒河街觀光夜市85,海鹽,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,賴董台東特產,饒河街觀光夜市116,沙拉油,美食家(大統益股份有限公司),臺南市官田區二鎮里工業西路32號
饒河街觀光夜市,賴董台東特產,饒河街觀光夜市116,醬油,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,鐵板起士雞腿排,饒河街觀光夜市 171,鹽,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,鐵板起士雞腿排,饒河街觀光夜市 171,起士,八曜實業有限公司,高雄市三民區澄清路501號2樓
饒河街觀光夜市,SUSHI BAR,饒河街觀光夜市234,鹽,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,起司煎餃,饒河街觀光夜市289,胡椒鹽,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,起司煎餃,饒河街觀光夜市289,沙拉油,美食家(大統益股份有限公司),臺南市官田區二鎮里工業西路32號
饒河街觀光夜市,浪人冰茶,饒河街觀光夜市兩側103號前,蔗糖液,開元食品工業股份有限公司,桃園縣觀音工業區經建一路32號
饒河街觀光夜市,浪人冰茶,饒河街觀光夜市兩側103號前,果漿,開元食品工業股份有限公司,桃園縣觀音工業區經建一路32號
饒河街觀光夜市,浪人冰茶,饒河街觀光夜市兩側103號前,蛋糕專用脂,開元食品工業股份有限公司,桃園縣觀音工業區經建一路32號
饒河街觀光夜市,浪人炸物,饒河街觀光夜市兩側103號前,椒鹽粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,浪人炸物,饒河街觀光夜市兩側103號前,辣椒粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,浪人炸物,饒河街觀光夜市兩側103號前,沙拉油,美食家(大統益股份有限公司),臺南市官田區二鎮里工業西路32號
饒河街觀光夜市,浪人炸物,饒河街觀光夜市兩側103號前,脆酥粉,葆御食品有限公司,臺中市東勢區東蘭路46號之3
饒河街觀光夜市,Me 雲朵冰沙,饒河街觀光夜市兩側93號前,果糖,豐年豐和企業股份有限公司,臺南市仁德區三甲里62號
饒河街觀光夜市,火焰骰子牛,饒河街觀光夜市022,玫瑰鹽,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,火焰骰子牛,饒河街觀光夜市022,孜然粉,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,火焰骰子牛,饒河街觀光夜市022,辣椒粉,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,起司章魚燒,饒河街觀光夜市 21,美乃滋,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,起司章魚燒,饒河街觀光夜市 21,海苔粉,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,起司章魚燒,饒河街觀光夜市 21,香鬆,丹騰美食,新北市永和區保平路131號1樓
饒河街觀光夜市,九龍城香港茶,饒河街觀光夜市284,果糖,豐年豐和企業股份有限公司,臺南市仁德區三甲里62號
饒河街觀光夜市,無骨排骨酥,饒河街觀光夜市 29,胡椒粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,無骨排骨酥,饒河街觀光夜市 29,辣椒粉,小磨坊國際貿易股份有限公司,臺中市西屯區工業區一路70號7樓之1
